Age,Gender,Education Level,Geographic Information,Occupation,Income Level,Interactions with Customer Service,Insurance Products Owned,Preferred Contact Time,Preferred Language,Segmentation Group,Cluster
-1.4019803243463729,-1.0283438895655923,-1.3651414175716885,0.5479428212091673,-0.4203894951702098,-0.3336174549840195,1.4498441609202108,-0.5520613757935462,-1.6210587649656536,-1.4197184478774505,1.2705677960663349,2
-1.2030326945258505,0.9724373433311636,0.0571683290684565,-0.6373239055111216,0.3511826347770214,-0.7803479455047398,-1.2934832655141304,-1.2410499409692426,0.4842793043118822,-0.6471158591148154,1.2705677960663349,1
-1.0040850647053283,-1.0283438895655923,-1.3651414175716885,1.041803957342621,-0.4203894951702098,-0.2419958225911423,-0.607651408905545,0.1369271893821502,-0.217500052113963,0.1254867296478197,-0.1204957477898734,1
-1.6009279541668948,0.9724373433311636,-0.6539865442516158,1.1405761845693116,-0.4203894951702098,-0.5289750749759793,-1.2934832655141304,-0.5520613757935462,-0.9192794085398084,-0.6471158591148154,-0.1204957477898734,1
-1.269348571132691,-1.0283438895655923,-0.6539865442516158,1.733209547929456,0.3511826347770214,-1.1998211368114982,-1.2934832655141304,0.8259157545578466,1.1860586607377277,-1.4197184478774505,-0.8160275197179777,1
-0.2082945454232396,-1.0283438895655923,1.4794780757086017,1.5356650934760745,0.736968699750637,0.1205890114972869,-1.2934832655141304,-1.2410499409692426,-1.6210587649656536,-1.4197184478774505,0.5750360241382307,2
0.7201277270725305,0.9724373433311636,-0.6539865442516158,1.041803957342621,0.3511826347770214,0.3307621604914302,-1.2934832655141304,-0.5520613757935462,1.1860586607377277,0.8980893184104549,1.2705677960663349,1
-0.6061898050642839,0.9724373433311636,1.4794780757086017,-0.3410072238310493,-1.5777476900910563,-0.593857815247052,1.4498441609202108,0.1369271893821502,0.4842793043118822,-1.4197184478774505,1.2705677960663349,3
-0.0756627922095581,-1.0283438895655923,0.0571683290684565,0.3503983667557858,1.1227547647242526,0.9135063012439828,0.7640123043116256,0.8259157545578466,1.1860586607377277,0.8980893184104549,-0.8160275197179777,0
-0.8051374348848062,-1.0283438895655923,1.4794780757086017,-0.5385516782844308,-1.5777476900910563,-0.919090054116348,1.4498441609202108,-1.2410499409692426,1.1860586607377277,-1.4197184478774505,-0.8160275197179777,3
1.6485499995683006,0.9724373433311636,1.4794780757086017,-1.625046177778029,-1.5777476900910563,-0.5639539114047073,0.0781804477030402,-1.2410499409692426,1.1860586607377277,-0.6471158591148154,-0.1204957477898734,1
0.1896007142178047,-1.0283438895655923,-1.3651414175716885,1.5356650934760745,-0.0346034301965942,0.7620495765826185,-1.2934832655141304,1.5149043197335428,-1.6210587649656536,0.1254867296478197,-0.8160275197179777,2
-0.8714533114916468,-1.0283438895655923,-1.3651414175716885,1.4368928662493838,1.5085408296978682,0.205525920859713,0.7640123043116256,-1.2410499409692426,-0.217500052113963,-0.6471158591148154,-1.5115592916460818,3
1.3832864931409377,-1.0283438895655923,0.768323202388529,-0.3410072238310493,-0.4203894951702098,-1.5857888592146074,1.4498441609202108,0.1369271893821502,-0.217500052113963,-1.4197184478774505,-1.5115592916460818,3
1.316970616534097,0.9724373433311636,0.768323202388529,0.646715048435858,-1.191961625117441,0.6068275793571634,1.4498441609202108,-1.2410499409692426,-0.217500052113963,0.1254867296478197,-0.1204957477898734,0
0.5874959738588491,0.9724373433311636,-0.6539865442516158,0.3503983667557858,-0.8061755601438254,-1.4456825214131113,-1.2934832655141304,-0.5520613757935462,-1.6210587649656536,1.67069190717309,1.2705677960663349,1
1.6485499995683006,-1.0283438895655923,-0.6539865442516158,-0.1434627693776679,-1.5777476900910563,0.8585824340590925,0.7640123043116256,1.5149043197335428,1.1860586607377277,1.67069190717309,-1.5115592916460818,0
0.2559165908246454,-1.0283438895655923,-0.6539865442516158,-1.625046177778029,1.5085408296978682,0.6709463512818987,-0.607651408905545,-1.2410499409692426,-0.217500052113963,0.8980893184104549,-0.8160275197179777,0
0.5874959738588491,0.9724373433311636,-1.3651414175716885,0.7454872756625487,0.3511826347770214,-0.915242927800864,-1.2934832655141304,0.1369271893821502,-0.217500052113963,0.8980893184104549,-1.5115592916460818,1
1.1843388633204155,0.9724373433311636,-1.3651414175716885,1.4368928662493838,-0.4203894951702098,0.941200153798709,-0.607651408905545,-1.2410499409692426,1.1860586607377277,-1.4197184478774505,0.5750360241382307,0
1.1843388633204155,0.9724373433311636,-0.6539865442516158,0.251626139529095,-0.0346034301965942,-0.2422686684291199,0.0781804477030402,0.8259157545578466,-0.217500052113963,0.8980893184104549,-1.5115592916460818,2
-0.0756627922095581,0.9724373433311636,-1.3651414175716885,1.3381206390226932,-0.4203894951702098,-0.8437573182507335,0.0781804477030402,1.5149043197335428,-0.217500052113963,1.67069190717309,-0.1204957477898734,3
0.9190753568930528,0.9724373433311636,-0.6539865442516158,-0.5385516782844308,-0.0346034301965942,0.572558142107177,-1.2934832655141304,-1.2410499409692426,1.1860586607377277,0.8980893184104549,-0.8160275197179777,1
0.7864436036793713,-1.0283438895655923,0.768323202388529,-0.7360961327378123,-1.191961625117441,0.9477484539101714,-1.2934832655141304,-0.5520613757935462,1.1860586607377277,0.8980893184104549,-0.1204957477898734,0
1.5822341229614598,0.9724373433311636,-0.6539865442516158,0.646715048435858,-0.0346034301965942,-1.511683929619892,-1.2934832655141304,-0.5520613757935462,-0.217500052113963,0.1254867296478197,1.2705677960663349,1
1.316970616534097,-1.0283438895655923,0.0571683290684565,-0.7360961327378123,-0.4203894951702098,0.6865258486304195,0.7640123043116256,-0.5520613757935462,0.4842793043118822,1.67069190717309,1.2705677960663349,0
-0.0756627922095581,0.9724373433311636,1.4794780757086017,0.3503983667557858,0.736968699750637,0.1874908109693938,-1.2934832655141304,-0.5520613757935462,-0.217500052113963,0.1254867296478197,-0.1204957477898734,1
1.7148658761751414,0.9724373433311636,-0.6539865442516158,1.1405761845693116,1.5085408296978682,1.3987899086709377,-1.2934832655141304,1.5149043197335428,1.1860586607377277,0.1254867296478197,1.2705677960663349,0
1.2506547399272565,0.9724373433311636,0.0571683290684565,-0.5385516782844308,-1.191961625117441,0.960381216208534,-1.2934832655141304,0.8259157545578466,1.1860586607377277,0.8980893184104549,1.2705677960663349,0
1.2506547399272565,-1.0283438895655923,0.768323202388529,1.733209547929456,-0.4203894951702098,-0.9514768550842888,-0.607651408905545,1.5149043197335428,0.4842793043118822,0.1254867296478197,-0.8160275197179777,1
0.0569689610041233,-1.0283438895655923,-0.6539865442516158,1.4368928662493838,-1.5777476900910563,-1.594929194786857,-0.607651408905545,-1.2410499409692426,1.1860586607377277,1.67069190717309,0.5750360241382307,1
0.4548642206451676,-1.0283438895655923,0.0571683290684565,-0.6373239055111216,-0.8061755601438254,0.6786678884966647,0.0781804477030402,-1.2410499409692426,0.4842793043118822,0.1254867296478197,-0.8160275197179777,0
0.5211800972520083,0.9724373433311636,1.4794780757086017,1.4368928662493838,-0.4203894951702098,-0.8040582488249931,0.0781804477030402,-1.2410499409692426,0.4842793043118822,-1.4197184478774505,-0.8160275197179777,1
